Country,Social Support,Freedom to Make Life Choices,Generosity,Perceptions of Corruption,Year
Romania,0.811,0.839,-0.16,0.926,2021
Romania,0.818,0.845,-0.217,0.921,2021
Romania,0.842,0.848,-0.221,0.954,2021
Russia,0.895,0.643,-0.307,0.935,2021
Russia,0.885,0.593,-0.284,0.933,2021
Russia,0.882,0.643,-0.305,0.924,2021
Russia,0.908,0.617,-0.283,0.954,2021
Russia,0.909,0.613,-0.296,0.937,2021
Russia,0.883,0.626,-0.279,0.935,2021
Russia,0.901,0.609,-0.293,0.938,2021
Russia,0.881,0.661,-0.289,0.934,2021
Russia,0.932,0.744,-0.265,0.869,2021
Russia,0.924,0.685,-0.171,0.913,2021
Russia,0.911,0.714,-0.181,0.925,2021
Russia,0.896,0.731,-0.145,0.862,2021
Russia,0.909,0.729,-0.147,0.865,2021
Russia,0.91,0.715,-0.116,0.848,2021
Russia,0.887,0.714,-0.071,0.823,2021
Rwanda,0.486,0.752,0.017,0.286,2021
Rwanda,0.559,0.766,-0.001,0.41,2021
Rwanda,0.57,0.829,-0.039,0.161,2021
Rwanda,0.637,0.835,-0.012,0.081,2021
Rwanda,0.75,0.904,-0.028,0.117,2021
Rwanda,0.748,0.894,-0.023,0.078,2021
Rwanda,0.678,0.908,0.025,0.095,2021
Rwanda,0.665,0.911,0.025,0.159,2021
Rwanda,0.517,0.908,0.051,0.214,2021
Rwanda,0.616,0.924,0.057,0.164,2021
Rwanda,0.489,0.869,0.064,0.168,2021
Saudi Arabia,0.823,0.532,-0.022,0.508,2021
Saudi Arabia,0.921,0.639,-0.11,0.445,2021
Senegal,0.76,0.736,-0.051,0.805,2021
Senegal,0.718,0.698,-0.002,0.827,2021
Senegal,0.756,0.612,-0.03,0.879,2021
Senegal,0.81,0.557,-0.036,0.918,2021
Senegal,0.76,0.777,-0.077,0.851,2021
Senegal,0.602,0.641,-0.16,0.87,2021
Senegal,0.711,0.668,-0.036,0.852,2021
Senegal,0.823,0.636,-0.052,0.837,2021
Senegal,0.856,0.692,-0.045,0.7,2021
Senegal,0.702,0.72,-0.111,0.765,2021
Senegal,0.839,0.744,-0.086,0.794,2021
Senegal,0.744,0.687,-0.044,0.825,2021
Senegal,0.739,0.629,-0.074,0.805,2021
Senegal,0.688,0.759,-0.019,0.796,2021
Serbia,0.844,0.453,-0.165,0.905,2021
Serbia,0.77,0.373,-0.178,0.961,2021
Serbia,0.726,0.463,-0.17,0.965,2021
Serbia,0.773,0.44,-0.185,0.977,2021
Serbia,0.819,0.461,-0.13,0.952,2021
Serbia,0.828,0.533,-0.1,0.908,2021
Serbia,0.783,0.532,0.072,0.912,2021
Serbia,0.816,0.546,-0.062,0.859,2021
Serbia,0.895,0.614,-0.068,0.89,2021
Serbia,0.884,0.685,-0.077,0.851,2021
Serbia,0.853,0.74,-0.1,0.864,2021
Serbia,0.903,0.753,-0.04,0.813,2021
Serbia,0.852,0.843,0.149,0.824,2021
Sierra Leone,0.561,0.679,0.101,0.836,2021
Sierra Leone,0.686,0.72,0.248,0.83,2021
Sierra Leone,0.591,0.716,0.148,0.925,2021
Sierra Leone,0.812,0.726,0.012,0.91,2021
Sierra Leone,0.782,0.77,0.005,0.855,2021
Sierra Leone,0.708,0.72,-0.071,0.856,2021
Sierra Leone,0.869,0.681,0.034,0.786,2021
Sierra Leone,0.611,0.624,0.05,0.825,2021
Sierra Leone,0.657,0.681,0.106,0.863,2021
Sierra Leone,0.652,0.711,0.079,0.848,2021
Sierra Leone,0.65,0.716,0.095,0.856,2021
Sierra Leone,0.611,0.718,0.074,0.874,2021
Singapore,0.921,0.867,0.293,0.064,2021
Singapore,0.845,0.661,0.046,0.066,2021
Singapore,0.866,0.776,-0.075,0.035,2021
Singapore,0.864,0.846,-0.018,0.06,2021
Singapore,0.904,0.822,-0.149,0.099,2021
Singapore,0.808,0.827,0.115,0.242,2021
Singapore,0.822,0.835,0.154,0.133,2021
Singapore,0.866,0.887,0.15,0.099,2021
Singapore,0.925,0.904,0.143,0.047,2021
Singapore,0.897,0.926,0.136,0.162,2021
Singapore,0.903,0.916,-0.066,0.097,2021
Singapore,0.925,0.938,0.027,0.07,2021
Slovakia,0.954,0.542,-0.05,0.946,2021
Slovakia,0.92,0.636,-0.101,0.907,2021
Slovakia,0.917,0.727,0.01,0.907,2021
Slovakia,0.926,0.62,-0.028,0.907,2021
Slovakia,0.909,0.598,-0.051,0.915,2021
Slovakia,0.924,0.635,-0.126,0.914,2021
Slovakia,0.943,0.587,-0.128,0.928,2021
Slovakia,0.945,0.7,-0.061,0.917,2021
Slovakia,0.913,0.714,-0.055,0.92,2021
Slovakia,0.922,0.758,-0.167,0.91,2021
Slovakia,0.933,0.771,-0.129,0.926,2021
Slovakia,0.954,0.762,-0.075,0.901,2021
Slovenia,0.936,0.936,0.043,0.708,2021
Slovenia,0.919,0.896,-0.019,0.804,2021
Slovenia,0.917,0.896,0.029,0.845,2021
Slovenia,0.931,0.907,-0.025,0.893,2021
Slovenia,0.925,0.904,-0.02,0.891,2021
Slovenia,0.932,0.89,0.036,0.918,2021
Slovenia,0.908,0.888,0.052,0.909,2021
Slovenia,0.901,0.896,0.008,0.892,2021
Slovenia,0.934,0.904,-0.055,0.838,2021
Slovenia,0.928,0.921,-0.025,0.829,2021
Slovenia,0.941,0.942,-0.119,0.839,2021
Slovenia,0.949,0.945,-0.102,0.785,2021
Slovenia,0.953,0.958,-0.081,0.797,2021
South Africa,0.788,0.69,-0.158,0.859,2021
South Africa,0.81,0.749,-0.095,0.866,2021
South Africa,0.877,0.739,-0.154,0.904,2021
South Africa,0.917,0.739,-0.202,0.791,2021
South Africa,0.858,0.835,-0.154,0.819,2021
South Africa,0.907,0.59,-0.163,0.838,2021
South Africa,0.839,0.714,-0.077,0.8,2021
South Africa,0.881,0.794,-0.117,0.82,2021
South Africa,0.898,0.862,-0.127,0.853,2021
South Africa,0.875,0.774,-0.07,0.813,2021
South Africa,0.87,0.787,-0.129,0.865,2021
South Africa,0.841,0.753,-0.05,0.841,2021
South Africa,0.848,0.738,-0.134,0.82,2021
South Africa,0.891,0.757,-0.015,0.912,2021
South Korea,0.775,0.715,-0.052,0.799,2021
South Korea,0.827,0.656,-0.059,0.803,2021
South Korea,0.754,0.524,-0.102,0.771,2021
South Korea,0.811,0.6,-0.096,0.787,2021
South Korea,0.816,0.677,-0.033,0.752,2021
South Korea,0.809,0.682,-0.048,0.827,2021
South Korea,0.797,0.642,-0.05,0.832,2021
South Korea,0.738,0.623,-0.043,0.834,2021
South Korea,0.768,0.616,-0.036,0.841,2021
South Korea,0.811,0.591,0.026,0.862,2021
South Korea,0.807,0.538,0.014,0.851,2021
South Korea,0.798,0.6,-0.089,0.797,2021
South Korea,0.783,0.706,-0.055,0.718,2021
South Korea,0.808,0.711,-0.106,0.665,2021
Spain,0.957,0.782,-0.093,0.784,2021
Spain,0.948,0.834,-0.15,0.683,2021
Spain,0.929,0.749,-0.127,0.798,2021
Spain,0.95,0.796,-0.138,0.84,2021
Spain,0.944,0.819,-0.122,0.846,2021
Spain,0.937,0.755,-0.059,0.844,2021
Spain,0.929,0.759,-0.101,0.916,2021
Spain,0.948,0.738,-0.028,0.854,2021
Spain,0.956,0.732,-0.072,0.822,2021
Spain,0.942,0.768,-0.048,0.819,2021
Spain,0.903,0.756,-0.032,0.791,2021
Spain,0.91,0.722,-0.075,0.777,2021
Spain,0.949,0.778,-0.049,0.73,2021
Spain,0.935,0.783,-0.121,0.73,2021
Sri Lanka,0.864,0.724,0.062,0.838,2021
Sri Lanka,0.838,0.736,0.11,0.847,2021
Sri Lanka,0.816,0.834,0.163,0.861,2021
Sri Lanka,0.83,0.799,0.306,0.69,2021
Sri Lanka,0.814,0.738,0.259,0.769,2021
Sri Lanka,0.842,0.823,0.145,0.76,2021
Sri Lanka,0.824,0.8,0.161,0.823,2021
Sri Lanka,0.809,0.834,0.268,0.842,2021
Sri Lanka,0.805,0.868,0.299,0.791,2021
Sri Lanka,0.863,0.902,0.319,0.859,2021
Sri Lanka,0.823,0.827,0.094,0.844,2021
Sri Lanka,0.833,0.859,0.106,0.856,2021
Sri Lanka,0.815,0.824,0.051,0.863,2021
Sudan,0.911,0.71,0.077,0.701,2021
Sudan,0.855,0.648,-0.04,0.737,2021
Sudan,0.818,0.583,-0.024,0.663,2021
Sudan,0.813,0.412,-0.056,0.734,2021
Sudan,0.811,0.39,-0.063,0.794,2021
Suriname,0.797,0.885,-0.077,0.751,2021
Swaziland,0.837,0.607,-0.067,0.917,2021
Swaziland,0.779,0.71,-0.178,0.692,2021
Swaziland,0.759,0.597,-0.191,0.724,2021
Sweden,0.917,0.91,0.146,0.289,2021
Sweden,0.923,0.912,0.125,0.314,2021
Sweden,0.903,0.864,0.221,0.292,2021
Sweden,0.97,0.905,0.141,0.253,2021
Sweden,0.921,0.941,0.161,0.269,2021
Sweden,0.929,0.944,0.132,0.254,2021
Sweden,0.916,0.936,0.159,0.324,2021
Sweden,0.933,0.945,0.202,0.25,2021
Sweden,0.929,0.935,0.211,0.232,2021
Sweden,0.912,0.918,0.146,0.246,2021
Sweden,0.914,0.935,0.17,0.239,2021
Sweden,0.931,0.942,0.077,0.263,2021
Sweden,0.934,0.942,0.091,0.25,2021
Sweden,0.936,0.951,0.091,0.203,2021
Switzerland,0.951,0.919,0.29,0.408,2021
Switzerland,0.938,0.891,0.125,0.342,2021
Switzerland,0.947,0.945,0.139,0.323,2021
Switzerland,0.959,0.949,0.06,0.283,2021
Switzerland,0.938,0.928,0.109,0.21,2021
Switzerland,0.928,0.934,0.088,0.302,2021
Switzerland,0.95,0.925,0.18,0.316,2021
Switzerland,0.93,0.926,0.101,0.301,2021
Switzerland,0.949,0.913,0.036,0.294,2021
Switzerland,0.946,0.917,-0.064,0.28,2021
Syria,0.712,0.661,0.122,0.68,2021
Syria,0.842,0.748,0.082,0.688,2021
Syria,0.934,0.647,0.008,0.743,2021
Syria,0.576,0.53,0.131,0.741,2021
Syria,0.588,0.467,0.316,0.673,2021
Syria,0.585,0.455,0.225,0.663,2021
Syria,0.464,0.448,0.045,0.685,2021
Taiwan Province of China,0.882,0.63,-0.03,0.846,2021
Taiwan Province of China,0.83,0.642,-0.017,0.785,2021
Taiwan Province of China,0.831,0.677,0.005,0.821,2021
Taiwan Province of China,0.863,0.761,0.035,0.755,2021
Taiwan Province of China,0.825,0.698,0.022,0.803,2021
Taiwan Province of China,0.817,0.69,0.002,0.841,2021
Taiwan Province of China,0.87,0.693,0.092,0.866,2021
Taiwan Province of China,0.885,0.701,0.019,0.857,2021
Taiwan Province of China,0.895,0.719,-0.049,0.811,2021
Taiwan Province of China,0.891,0.76,-0.07,0.743,2021
Tajikistan,0.724,0.702,-0.088,0.768,2021
Tajikistan,0.727,0.818,0.0,0.659,2021
Tajikistan,0.701,0.816,0.018,0.723,2021
Tajikistan,0.676,0.744,0.001,0.792,2021
Tajikistan,0.759,0.784,0.062,0.679,2021
Tajikistan,0.751,0.776,-0.119,0.672,2021
Tajikistan,0.729,0.749,-0.073,0.717,2021
Tajikistan,0.701,0.693,0.063,0.764,2021
Tajikistan,0.81,0.853,0.002,0.698,2021
Tajikistan,0.844,0.847,0.022,0.742,2021
Tajikistan,0.857,0.703,0.01,0.632,2021
Tajikistan,0.663,0.832,0.124,0.718,2021
Tanzania,0.783,0.787,-0.027,0.649,2021
Tanzania,0.708,0.716,-0.013,0.707,2021
Tanzania,0.774,0.562,0.256,0.93,2021
Tanzania,0.837,0.607,0.308,0.903,2021
Tanzania,0.813,0.597,0.139,0.866,2021
Tanzania,0.883,0.736,-0.046,0.816,2021
Tanzania,0.832,0.577,0.213,0.887,2021
Tanzania,0.803,0.654,0.054,0.859,2021
Tanzania,0.789,0.654,0.11,0.878,2021
Tanzania,0.79,0.759,0.149,0.906,2021
Tanzania,0.638,0.775,0.179,0.739,2021
Tanzania,0.705,0.8,0.116,0.654,2021
Tanzania,0.675,0.807,0.153,0.612,2021
Tanzania,0.687,0.85,0.1,0.589,2021
Tanzania,0.74,0.83,0.295,0.521,2021
Thailand,0.894,0.863,0.331,0.935,2021
Thailand,0.889,0.87,0.391,0.898,2021
Thailand,0.832,0.868,0.425,0.933,2021
Thailand,0.893,0.868,0.525,0.904,2021
Thailand,0.898,0.86,0.536,0.917,2021
Thailand,0.884,0.927,0.4,0.923,2021
Thailand,0.906,0.847,0.38,0.909,2021
Thailand,0.926,0.781,0.456,0.925,2021
Thailand,0.933,0.9,0.553,0.92,2021
Thailand,0.866,0.885,0.316,0.914,2021
Thailand,0.908,0.924,0.356,0.878,2021
Thailand,0.877,0.923,0.212,0.884,2021
Thailand,0.873,0.905,0.259,0.907,2021
Thailand,0.903,0.898,0.309,0.877,2021
Thailand,0.867,0.84,0.273,0.918,2021
Togo,0.435,0.628,-0.007,0.85,2021
Togo,0.291,0.287,-0.055,0.932,2021
Togo,0.303,0.584,-0.07,0.832,2021
Togo,0.444,0.663,-0.085,0.795,2021
Togo,0.479,0.772,-0.069,0.733,2021
Togo,0.509,0.73,-0.007,0.815,2021
Togo,0.508,0.717,-0.042,0.726,2021
Togo,0.596,0.612,-0.007,0.809,2021
Togo,0.539,0.617,0.065,0.737,2021
Trinidad and Tobago,0.887,0.84,0.141,0.917,2021
Trinidad and Tobago,0.858,0.838,0.087,0.959,2021
Trinidad and Tobago,0.863,0.775,0.078,0.9,2021
Trinidad and Tobago,0.883,0.847,0.128,0.948,2021
Trinidad and Tobago,0.916,0.859,0.015,0.911,2021
Tunisia,0.863,0.624,-0.135,0.732,2021
Tunisia,0.715,0.603,-0.199,0.913,2021
Tunisia,0.614,0.568,-0.176,0.899,2021
Tunisia,0.648,0.536,-0.207,0.886,2021
Tunisia,0.68,0.589,-0.232,0.783,2021
Tunisia,0.609,0.711,-0.226,0.815,2021
Tunisia,0.702,0.614,-0.165,0.811,2021
Tunisia,0.717,0.478,-0.219,0.869,2021
Tunisia,0.733,0.65,-0.191,0.84,2021
Tunisia,0.61,0.659,-0.209,0.889,2021
Tunisia,0.719,0.668,-0.202,0.877,2021
Turkey,0.792,0.459,-0.178,0.8,2021
Turkey,0.645,0.415,-0.189,0.785,2021
Turkey,0.755,0.456,-0.227,0.853,2021
Turkey,0.795,0.515,-0.187,0.811,2021
Turkey,0.692,0.446,-0.242,0.649,2021
Turkey,0.739,0.471,-0.216,0.702,2021
Turkey,0.795,0.541,-0.229,0.698,2021
Turkey,0.863,0.649,-0.024,0.764,2021
Turkey,0.851,0.653,-0.016,0.806,2021
Turkey,0.88,0.644,-0.065,0.764,2021
Turkey,0.876,0.644,-0.237,0.671,2021
Turkey,0.847,0.529,-0.176,0.805,2021
Turkey,0.792,0.631,-0.136,0.76,2021
Turkey,0.857,0.51,-0.111,0.774,2021
Uganda,0.76,0.747,-0.041,0.807,2021
Uganda,0.845,0.708,-0.001,0.881,2021
Uganda,0.813,0.578,-0.055,0.848,2021
Uganda,0.852,0.76,-0.037,0.84,2021
Uganda,0.83,0.801,-0.015,0.855,2021
Uganda,0.882,0.733,0.032,0.83,2021
Uganda,0.885,0.649,0.081,0.838,2021
Uganda,0.878,0.763,0.053,0.82,2021
Uganda,0.821,0.834,0.009,0.898,2021
Uganda,0.747,0.758,0.135,0.873,2021
Uganda,0.754,0.739,0.132,0.811,2021
Uganda,0.74,0.772,0.06,0.816,2021
Uganda,0.74,0.729,0.079,0.856,2021
Uganda,0.805,0.704,0.139,0.826,2021
Uganda,0.8,0.687,0.147,0.878,2021
Ukraine,0.852,0.624,-0.257,0.929,2021
Ukraine,0.82,0.494,-0.241,0.968,2021
Ukraine,0.86,0.487,-0.265,0.929,2021
Ukraine,0.845,0.46,-0.241,0.962,2021
Ukraine,0.884,0.484,-0.189,0.954,2021
Ukraine,0.859,0.579,-0.228,0.933,2021
Ukraine,0.898,0.564,-0.223,0.896,2021
Ukraine,0.897,0.569,-0.216,0.937,2021
Ukraine,0.877,0.533,0.084,0.927,2021
Ukraine,0.909,0.431,-0.033,0.952,2021
Ukraine,0.885,0.503,0.011,0.891,2021
Ukraine,0.858,0.599,-0.002,0.937,2021
Ukraine,0.901,0.663,-0.074,0.943,2021
Ukraine,0.883,0.715,-0.081,0.885,2021
Ukraine,0.885,0.784,0.126,0.946,2021
United Arab Emirates,0.903,0.898,-0.033,0.203,2021
United Arab Emirates,0.885,0.849,0.019,0.339,2021
United Arab Emirates,0.912,0.878,0.057,0.355,2021
United Kingdom,0.97,0.838,0.336,0.498,2021
United Kingdom,0.954,0.759,0.331,0.548,2021
United Kingdom,0.964,0.816,0.341,0.559,2021
United Kingdom,0.955,0.841,0.403,0.587,2021
United Kingdom,0.949,0.9,0.336,0.438,2021
United Kingdom,0.935,0.889,0.371,0.425,2021
United Kingdom,0.937,0.905,0.346,0.568,2021
United Kingdom,0.91,0.857,0.355,0.484,2021
United Kingdom,0.936,0.833,0.3,0.456,2021
United Kingdom,0.954,0.821,0.25,0.458,2021
United Kingdom,0.937,0.813,0.291,0.419,2021
United Kingdom,0.928,0.838,0.226,0.404,2021
United Kingdom,0.943,0.854,0.271,0.485,2021
United Kingdom,0.929,0.885,0.203,0.49,2021
United States,0.953,0.878,0.255,0.668,2021
United States,0.912,0.831,0.201,0.665,2021
United States,0.926,0.828,0.244,0.69,2021
United States,0.922,0.863,0.161,0.697,2021
United States,0.903,0.823,0.215,0.71,2021
United States,0.925,0.792,0.274,0.747,2021
United States,0.902,0.866,0.221,0.702,2021
United States,0.904,0.849,0.219,0.698,2021
United States,0.897,0.758,0.144,0.739,2021
United States,0.921,0.868,0.197,0.681,2021
United States,0.904,0.825,0.116,0.71,2021
United States,0.917,0.836,0.144,0.707,2021
United States,0.937,0.85,0.034,0.678,2021
Uruguay,0.912,0.807,-0.113,0.477,2021
Uruguay,0.875,0.786,-0.165,0.614,2021
Uruguay,0.879,0.808,-0.143,0.597,2021
Uruguay,0.924,0.825,-0.118,0.544,2021
Uruguay,0.893,0.832,-0.158,0.471,2021
Uruguay,0.891,0.851,-0.08,0.556,2021
Uruguay,0.865,0.871,0.067,0.615,2021
Uruguay,0.917,0.888,-0.043,0.586,2021
Uruguay,0.902,0.904,-0.073,0.533,2021
Uruguay,0.891,0.917,-0.032,0.673,2021
Uruguay,0.9,0.886,-0.072,0.676,2021
Uruguay,0.914,0.898,-0.091,0.627,2021
Uruguay,0.917,0.876,-0.097,0.683,2021
Uruguay,0.933,0.903,-0.095,0.599,2021
Uruguay,0.921,0.908,-0.084,0.491,2021
Uzbekistan,0.903,0.784,-0.115,0.609,2021
Uzbekistan,0.924,0.934,0.042,0.522,2021
Uzbekistan,0.933,0.914,-0.037,0.463,2021
Uzbekistan,0.963,0.95,-0.034,0.434,2021
Uzbekistan,0.952,0.954,0.061,0.536,2021
Uzbekistan,0.968,0.98,0.375,0.471,2021
Uzbekistan,0.942,0.985,0.123,0.465,2021
Uzbekistan,0.921,0.97,0.318,0.52,2021
Uzbekistan,0.915,0.97,0.304,0.511,2021
Venezuela,0.946,0.798,-0.031,0.646,2021
Venezuela,0.922,0.678,-0.225,0.776,2021
Venezuela,0.945,0.677,-0.116,0.828,2021
Venezuela,0.932,0.768,-0.155,0.754,2021
Venezuela,0.931,0.766,-0.226,0.772,2021
Venezuela,0.932,0.804,-0.193,0.743,2021
Venezuela,0.896,0.642,-0.22,0.837,2021
Venezuela,0.904,0.57,-0.199,0.827,2021
Venezuela,0.911,0.512,-0.117,0.813,2021
Venezuela,0.902,0.458,-0.155,0.89,2021
Venezuela,0.896,0.636,-0.169,0.844,2021
Vietnam,0.856,0.918,0.089,0.754,2021
Vietnam,0.805,0.889,0.201,0.789,2021
Vietnam,0.815,0.834,-0.062,0.838,2021
Vietnam,0.787,0.831,-0.006,0.743,2021
Vietnam,0.898,0.818,0.105,0.742,2021
Vietnam,0.775,0.856,-0.11,0.815,2021
Vietnam,0.759,0.92,-0.027,0.771,2021
Vietnam,0.876,0.894,-0.09,0.799,2021
Vietnam,0.832,0.909,-0.041,0.808,2021
Vietnam,0.848,0.952,-0.126,0.788,2021
Yemen,0.756,0.644,-0.052,0.832,2021
Yemen,0.727,0.659,-0.104,0.853,2021
Yemen,0.663,0.638,-0.173,0.754,2021
Yemen,0.682,0.706,-0.171,0.793,2021
Yemen,0.694,0.543,-0.179,0.885,2021
Yemen,0.638,0.664,-0.157,0.885,2021
Yemen,0.669,0.61,-0.139,0.829,2021
Zambia,0.798,0.721,-0.006,0.785,2021
Zambia,0.688,0.682,-0.067,0.948,2021
Zambia,0.624,0.717,0.056,0.89,2021
Zambia,0.782,0.696,-0.096,0.917,2021
Zambia,0.864,0.663,0.003,0.882,2021
Zambia,0.78,0.788,0.008,0.806,2021
Zambia,0.761,0.77,-0.104,0.732,2021
Zambia,0.706,0.812,-0.011,0.809,2021
Zambia,0.691,0.759,-0.039,0.871,2021
Zambia,0.767,0.812,0.122,0.771,2021
Zambia,0.744,0.823,0.14,0.74,2021
Zambia,0.718,0.791,0.048,0.811,2021
Zambia,0.638,0.811,0.077,0.832,2021
Zambia,0.767,0.75,0.056,0.81,2021
Zimbabwe,0.822,0.431,-0.076,0.905,2021
Zimbabwe,0.828,0.456,-0.082,0.946,2021
Zimbabwe,0.843,0.344,-0.09,0.964,2021
Zimbabwe,0.806,0.411,-0.078,0.931,2021
Zimbabwe,0.857,0.665,-0.093,0.828,2021
Zimbabwe,0.865,0.633,-0.088,0.83,2021
Zimbabwe,0.896,0.47,-0.103,0.859,2021
Zimbabwe,0.799,0.576,-0.104,0.831,2021
Zimbabwe,0.766,0.642,-0.074,0.82,2021
Zimbabwe,0.736,0.667,-0.123,0.81,2021
Zimbabwe,0.768,0.733,-0.095,0.724,2021
Zimbabwe,0.754,0.753,-0.098,0.751,2021
Zimbabwe,0.775,0.763,-0.068,0.844,2021
Zimbabwe,0.759,0.632,-0.064,0.831,2021
Zimbabwe,0.717,0.643,-0.009,0.789,2021
